ID_CLIENTE VALOR_PAGO HORAPAGO FECHAPAGO
372958696 59966.0 16:19:21 17-8-2016
457795714 57773.5 11:29:21 8-6-2016
427968857 63735.0 20:54:35 4-5-2016
537393749 61136.4 19:18:5 17-7-2016
409175985 40694.57 11:23:7 7-6-2016
734099727 20795.18 8:7:18 18-6-2016
104589104 27026.18 18:58:32 9-4-2016
251129923 32138.1 11:28:0 4-8-2016
465819686 35348.67 19:30:30 23-5-2016
793154960 69325.5 15:3:46 24-8-2016
780077761 36803.67 15:40:22 1-4-2016
470488374 115081.0 20:21:13 20-6-2016
764871238 61325.25 18:46:20 10-4-2016
232327282 85945.0 21:33:26 21-6-2016
650586950 55648.71 18:40:1 26-7-2016
383135310 35108.67 11:34:29 8-4-2016
158397838 32499.43 19:1:3 24-8-2016
816234555 112044.0 8:58:36 16-7-2016
667762060 151756.5 15:40:45 3-4-2016
6062402 155809.5 13:51:24 25-5-2016
732038119 34945.5 15:57:10 26-8-2016
457831680 31848.0 10:39:9 14-6-2016
553441146 69131.4 20:51:2 1-4-2016
476831348 23987.7 18:8:13 7-5-2016
91733142 48238.5 18:26:11 1-6-2016
857984126 52005.0 19:52:40 24-8-2016
966043795 73876.8 9:22:0 14-7-2016
272372549 21912.0 19:30:58 8-8-2016
53714374 59597.5 10:49:35 3-5-2016
35873879 46401.43 19:5:18 26-8-2016
6062402 155809.5 12:17:32 9-5-2016
518894000 34002.27 15:24:29 3-6-2016
116301342 79424.4 16:59:38 23-4-2016
785568134 54468.0 14:52:8 23-7-2016
84672662 57909.6 7:17:16 1-5-2016
727709609 50415.6 12:39:33 7-5-2016
925793987 33155.62 19:43:18 4-8-2016
818605792 86334.0 21:25:14 1-7-2016
329384197 49189.5 15:21:41 7-7-2016
598601133 32819.62 13:38:7 28-6-2016
176921728 69392.25 13:27:2 2-8-2016
329384197 49189.5 8:36:15 1-8-2016
682450428 41965.71 10:29:57 3-6-2016
805448701 273576.0 16:23:17 24-8-2016
204507111 37284.38 7:24:13 15-4-2016
835952330 34589.0 19:46:15 4-6-2016
300921067 72717.0 20:22:51 5-7-2016
977446763 76643.0 9:27:1 14-5-2016
410353269 24907.67 9:39:47 25-4-2016
419400527 51787.8 16:22:2 23-4-2016
11468720 61165.0 20:54:30 11-6-2016
891264501 148767.0 10:34:1 15-7-2016
37292591 22065.3 16:33:16 25-8-2016
398934813 23360.0 19:34:40 24-5-2016
136802199 28819.88 11:33:43 2-4-2016
76343717 70354.8 9:11:48 7-5-2016
312283733 32824.29 17:7:12 29-6-2016
557012457 64614.75 18:24:20 24-5-2016
858363696 39978.33 11:39:38 14-4-2016
159179846 22037.73 17:54:4 16-8-2016
616830009 58191.0 7:24:49 1-7-2016
329384197 49189.5 8:52:29 18-8-2016
392142738 42352.29 16:48:0 3-6-2016
446336083 25397.73 12:38:3 1-6-2016
11468720 61165.0 21:14:33 15-5-2016
241380343 139114.5 10:8:7 7-7-2016
263174066 53168.4 21:44:5 10-6-2016
825992848 24330.0 17:14:5 18-4-2016
305463999 29880.0 12:48:52 1-7-2016
970550504 30317.4 10:37:32 29-6-2016
960272512 34446.3 17:15:55 22-5-2016
51733832 34920.38 20:27:28 9-7-2016
977446763 76643.0 9:41:7 27-8-2016
2743878 387720.0 16:48:12 26-6-2016
344641690 38723.14 16:47:36 17-4-2016
584762873 68881.5 21:57:5 10-4-2016
837977101 234948.0 10:8:52 18-4-2016
710638287 67398.75 9:37:9 8-5-2016
538380517 144616.5 7:20:48 7-8-2016
598242496 24948.9 17:55:41 8-6-2016
819498998 44761.0 19:51:58 1-5-2016
420855802 50251.29 20:58:11 8-6-2016
344641690 38723.14 18:45:5 15-8-2016
493396246 27710.1 19:13:40 16-8-2016
927668196 42149.62 12:44:46 16-5-2016
925588804 92543.0 15:14:4 31-8-2016
616830009 58191.0 21:35:56 31-7-2016
852595217 28194.33 15:38:7 23-7-2016
89645969 20541.75 9:23:4 2-5-2016
411650789 51805.2 13:59:29 12-7-2016
664303436 34269.33 9:22:35 11-7-2016
162047625 26587.67 19:4:18 3-6-2016
794859839 74084.25 19:37:22 29-6-2016
211073236 71840.25 21:58:0 30-8-2016
81654257 35206.12 11:41:19 23-6-2016
976771785 25330.09 14:35:26 1-8-2016
667858938 46054.12 11:53:50 26-4-2016
167555857 101440.0 10:50:19 21-7-2016
886390481 47291.0 18:53:36 29-4-2016
342716648 34556.62 20:19:15 22-8-2016
542448786 35722.71 14:6:46 17-4-2016
940964926 45522.86 16:1:29 17-4-2016
553441146 69131.4 20:53:45 9-5-2016
976771785 25330.09 16:11:8 31-8-2016
290494656 65080.2 17:43:30 5-5-2016
982330357 27963.75 20:21:19 2-8-2016
3026136 326517.0 12:34:3 12-4-2016
417760592 55469.25 16:46:54 22-8-2016
667858938 46054.12 20:47:18 1-6-2016
544015698 50233.0 9:0:48 19-6-2016
486405893 23627.73 19:27:24 14-6-2016
814421611 53962.8 9:4:26 31-4-2016
272372549 21912.0 14:52:54 21-7-2016
858493317 39729.38 15:56:41 2-7-2016
851524601 33410.62 12:50:32 27-8-2016
383135310 35108.67 7:30:12 1-4-2016
12585512 32469.6 15:38:30 30-7-2016
887527347 90249.0 7:26:11 27-5-2016
469406952 19246.0 10:29:9 27-5-2016
843477294 44991.75 18:45:17 1-5-2016
84672662 57909.6 19:23:33 22-4-2016
253912441 48349.88 9:49:25 16-4-2016
837605868 87833.0 12:12:34 14-5-2016
132218319 42993.6 13:22:19 15-4-2016
550849424 293718.0 18:5:36 27-5-2016
420855802 50251.29 18:11:57 16-5-2016
518894000 34002.27 7:7:13 8-4-2016
512823354 65581.5 14:37:35 26-5-2016
226503092 34270.12 19:33:27 22-4-2016
156837155 40733.25 15:20:58 12-7-2016
524488624 50143.0 20:8:55 18-6-2016
162047625 26587.67 12:55:47 27-8-2016
527573582 144862.5 18:32:53 12-6-2016
232327282 85945.0 12:54:55 25-6-2016
570031242 83301.0 13:24:57 2-6-2016
398934813 23360.0 12:7:49 23-8-2016
442566640 41482.0 9:55:20 29-6-2016
356515542 83972.0 7:21:8 28-7-2016
765313223 30832.5 8:21:9 24-4-2016
982330357 27963.75 19:9:23 11-4-2016
740469066 119394.0 15:51:52 27-5-2016
633115998 80820.75 9:15:36 28-4-2016
910578967 36737.0 8:51:1 10-8-2016
532788298 28194.9 19:16:25 21-6-2016
646724574 43497.5 7:52:7 18-6-2016
55682784 26753.67 21:31:54 1-7-2016
652118007 84386.0 19:39:33 23-4-2016
674604134 24565.09 14:12:13 12-4-2016
130362238 41938.5 21:28:11 1-5-2016
36272816 32852.1 12:47:48 11-7-2016
53714374 59597.5 8:14:4 6-5-2016
263778187 48267.43 20:46:59 3-8-2016
737403418 38204.7 16:51:30 11-7-2016
584762873 68881.5 14:54:0 22-8-2016
320355944 26012.25 18:32:37 15-8-2016
111567748 24113.18 19:33:15 29-7-2016
599622970 24256.64 11:52:26 23-4-2016
522781145 27974.75 13:54:52 3-6-2016
548441076 45260.4 9:28:3 18-5-2016
441207332 27433.09 10:35:3 2-5-2016
553441146 69131.4 12:37:25 27-4-2016
305980798 33579.0 10:50:49 27-8-2016
212344405 19669.09 7:42:22 26-5-2016
246110039 122085.0 17:2:24 6-5-2016
111578518 77825.25 12:21:41 6-5-2016
819498998 44761.0 9:38:4 9-5-2016
822881739 103103.0 15:19:4 5-8-2016
714724048 44854.71 19:8:52 28-4-2016
925793987 33155.62 9:23:49 20-6-2016
411650789 51805.2 8:52:46 21-7-2016
920985775 23935.2 13:0:40 5-8-2016
251129923 32138.1 20:50:11 27-6-2016
557012457 64614.75 13:13:23 14-6-2016
37644902 66168.75 21:32:20 19-7-2016
244509074 62466.0 14:36:38 29-4-2016
427968857 63735.0 8:17:32 29-8-2016
674604134 24565.09 8:18:58 30-6-2016
925793987 33155.62 9:25:53 26-8-2016
714724048 44854.71 17:36:0 7-7-2016
857984126 52005.0 19:47:52 13-8-2016
655634204 59604.6 15:15:12 22-6-2016
927668196 42149.62 15:16:13 26-6-2016
333759523 35220.0 16:13:28 9-8-2016
864222275 72645.0 17:56:27 2-4-2016
624467998 26181.0 20:44:16 10-6-2016
420855802 50251.29 15:25:52 29-4-2016
969717552 32373.27 7:7:18 26-8-2016
756108933 135451.5 21:10:15 19-6-2016
410353269 24907.67 13:15:45 18-4-2016
317928559 52621.8 15:28:19 8-7-2016
548441076 45260.4 14:27:37 8-5-2016
212344405 19669.09 9:41:54 5-4-2016
726687657 30867.55 13:3:58 12-8-2016
598601133 32819.62 9:51:22 8-8-2016
326441278 58698.86 19:30:11 1-4-2016
36272816 32852.1 15:38:37 31-4-2016
37292591 22065.3 9:0:12 24-7-2016
253912441 48349.88 16:40:37 9-6-2016
655634204 59604.6 17:38:25 19-4-2016
956878888 53250.86 7:17:32 22-5-2016
188381152 50980.88 18:10:56 19-6-2016
347003257 36241.67 18:12:59 7-5-2016
636336754 30528.25 19:38:14 22-8-2016
699117626 15548.25 7:47:45 19-5-2016
416088463 29957.7 15:51:58 9-7-2016
650586950 55648.71 9:23:24 3-7-2016
441207332 27433.09 9:23:24 15-8-2016
798395644 91161.0 13:5:24 21-5-2016
55682784 26753.67 12:15:49 30-6-2016
703765028 112374.0 18:52:46 29-7-2016
547729164 26725.33 9:44:22 13-7-2016
441207332 27433.09 7:44:20 5-5-2016
874951635 60087.0 20:59:45 26-5-2016
636336754 30528.25 17:49:37 23-4-2016
798203400 68907.6 21:44:25 10-7-2016
518024185 159714.0 10:25:13 15-4-2016
548441076 45260.4 7:44:58 17-7-2016
613260978 40838.62 21:46:52 8-6-2016
156837155 40733.25 19:16:9 9-7-2016
317928559 52621.8 17:29:1 12-5-2016
715425137 61985.4 15:11:12 7-8-2016
299558099 30342.33 18:14:19 31-5-2016
887300148 101156.0 10:59:22 11-8-2016
995428027 23497.09 18:34:25 9-4-2016
324038869 31672.36 7:1:11 16-7-2016
641552758 38434.12 7:38:49 24-5-2016
456569200 61936.2 7:49:57 31-4-2016
544015698 50233.0 20:31:39 7-6-2016
874951635 60087.0 7:10:46 6-8-2016
561109566 22763.4 7:13:5 7-8-2016
262249447 25739.75 21:35:47 19-4-2016
914518310 116626.5 14:33:1 11-5-2016
226503092 34270.12 7:32:18 6-5-2016
378262174 121366.0 18:48:24 13-5-2016
618631646 28468.88 16:32:34 6-7-2016
119342353 51060.0 16:47:21 3-8-2016
540039024 37182.38 21:36:7 6-4-2016
897781123 67066.8 16:46:54 13-8-2016
322527202 22419.0 20:21:32 19-7-2016
733772303 21707.45 10:15:56 13-4-2016
667858938 46054.12 21:40:0 3-6-2016
36272816 32852.1 7:20:50 15-4-2016
454933185 51381.43 9:19:4 28-6-2016
816816751 38169.43 11:30:5 1-4-2016
649631912 37831.0 8:38:34 18-4-2016
326441278 58698.86 21:17:54 30-6-2016
263174066 53168.4 15:29:36 21-4-2016
640440716 27261.0 15:58:36 31-8-2016
417760592 55469.25 19:47:15 5-4-2016
542448786 35722.71 16:43:31 1-5-2016
682450428 41965.71 21:29:17 16-5-2016
260875067 32734.25 8:11:58 29-4-2016
451316148 80173.0 21:52:43 30-4-2016
927544264 36683.14 17:14:50 24-4-2016
136802199 28819.88 8:47:50 12-5-2016
544015698 50233.0 12:16:12 12-8-2016
410478872 28881.43 9:51:41 29-6-2016
722112534 39869.57 7:47:33 3-5-2016
349003500 29002.0 13:21:15 15-7-2016
716011114 18709.25 10:23:26 22-6-2016
337696452 22807.25 13:52:16 13-7-2016
104589104 27026.18 11:45:56 12-4-2016
616830009 58191.0 11:51:9 31-6-2016
822881739 103103.0 17:42:7 2-5-2016
982979761 39484.5 10:52:0 12-8-2016
502387653 150853.5 15:34:18 28-6-2016
887300148 101156.0 20:34:59 31-8-2016
764013444 52491.0 15:24:28 17-6-2016
70466517 20445.55 10:30:5 15-6-2016
983926536 44336.5 15:25:18 24-7-2016
130362238 41938.5 19:3:7 10-7-2016
119342353 51060.0 19:30:36 7-5-2016
935340252 25927.5 7:30:23 12-5-2016
819498998 44761.0 11:4:14 1-4-2016
561109566 22763.4 10:58:49 14-4-2016
843477294 44991.75 7:23:32 9-6-2016
983820238 35395.12 17:10:17 15-5-2016
465819686 35348.67 16:30:8 20-8-2016
739922818 85007.0 14:30:26 5-5-2016
732038119 34945.5 8:44:7 13-4-2016
650586950 55648.71 8:32:5 11-8-2016
960272512 34446.3 17:4:16 2-6-2016
504825762 108606.0 14:27:56 12-5-2016
871145392 54455.0 20:50:13 2-4-2016
734991030 27364.5 15:30:14 9-6-2016
850983377 27319.25 11:55:39 31-5-2016
409175985 40694.57 19:5:42 10-6-2016
507007420 23092.0 16:49:11 10-5-2016
688160722 247923.0 20:54:17 12-7-2016
532788298 28194.9 13:53:44 9-6-2016
978030139 23117.45 19:39:51 10-4-2016
211073236 71840.25 18:47:32 28-7-2016
770467586 25366.8 19:9:11 27-5-2016
954710357 50245.8 18:55:53 29-5-2016
111567748 24113.18 9:42:47 10-7-2016
95345995 49588.0 14:52:53 7-8-2016
175718637 43848.5 17:21:55 16-8-2016
837605868 87833.0 14:34:46 11-7-2016
983926536 44336.5 14:7:23 15-5-2016
914518310 116626.5 16:26:35 25-7-2016
85246458 26287.75 19:56:55 16-5-2016
83983974 27260.67 12:59:49 27-5-2016
252166373 26764.5 20:40:32 26-8-2016
954710357 50245.8 12:19:33 15-7-2016
104589104 27026.18 10:21:31 6-6-2016
410353269 24907.67 10:22:3 18-8-2016
886390481 47291.0 9:4:31 11-8-2016
305980798 33579.0 17:12:12 30-4-2016
764871238 61325.25 19:17:54 22-6-2016
792186887 34624.0 18:55:38 16-7-2016
255817939 35730.0 21:21:43 30-8-2016
349003500 29002.0 13:26:57 4-7-2016
263778187 48267.43 16:4:58 1-8-2016
794618540 36772.12 8:22:4 1-4-2016
162047625 26587.67 8:13:25 12-7-2016
726687657 30867.55 11:44:29 5-7-2016
260875067 32734.25 14:36:47 27-8-2016
89645969 20541.75 9:44:38 8-6-2016
812716020 23919.0 10:20:16 11-6-2016
613260978 40838.62 10:6:29 1-8-2016
92823931 123877.5 8:26:59 26-6-2016
434888064 66887.25 18:15:53 30-7-2016
494049656 24882.82 18:27:5 9-6-2016
672993275 129390.0 15:47:50 3-6-2016
649631912 37831.0 18:11:16 24-7-2016
410353269 24907.67 18:32:38 21-5-2016
192466367 57337.8 9:27:5 22-6-2016
739922818 85007.0 15:46:3 2-4-2016
978030139 23117.45 16:5:53 28-5-2016
598601133 32819.62 11:33:2 11-8-2016
677794287 42672.0 13:49:42 4-6-2016
777909525 32483.33 14:4:37 31-5-2016
281064503 38017.5 10:37:28 3-8-2016
978076332 46306.5 17:48:30 21-5-2016
37325183 35607.67 10:34:33 2-8-2016
960272512 34446.3 20:14:54 23-7-2016
502387653 150853.5 12:7:38 13-6-2016
770467586 25366.8 8:57:30 5-4-2016
568719132 42874.67 19:58:16 2-5-2016
329384197 49189.5 10:0:9 23-5-2016
91733142 48238.5 19:31:8 10-4-2016
682450428 41965.71 17:4:15 29-8-2016
513195925 46102.5 13:54:52 4-4-2016
179753477 30204.9 19:32:10 22-7-2016
111578518 77825.25 19:58:37 31-7-2016
892276049 43147.5 20:14:29 20-8-2016
512823354 65581.5 7:54:39 23-4-2016
252166373 26764.5 21:5:8 3-5-2016
897781123 67066.8 19:51:56 23-7-2016
620751123 32161.0 21:38:24 10-7-2016
457831680 31848.0 12:53:20 11-8-2016
737403418 38204.7 15:29:16 3-8-2016
682450428 41965.71 8:32:56 1-6-2016
445888697 31207.67 14:10:59 22-7-2016
104537961 22705.91 18:17:27 10-5-2016
465819686 35348.67 18:1:14 24-8-2016
613260978 40838.62 15:44:39 13-7-2016
272372549 21912.0 9:46:45 11-4-2016
899291762 37714.67 18:0:53 16-7-2016
460868759 36757.12 12:29:41 25-6-2016
95254148 41641.0 11:11:30 28-5-2016
978649796 28936.91 17:12:52 17-8-2016
85246458 26287.75 7:54:18 24-5-2016
383135310 35108.67 17:43:50 8-6-2016
770467586 25366.8 19:41:3 16-8-2016
777909525 32483.33 11:10:8 10-4-2016
686645356 29658.0 9:26:3 8-8-2016
523970465 159835.5 20:53:18 2-5-2016
324038869 31672.36 20:51:54 1-4-2016
716011114 18709.25 11:36:10 4-6-2016
294903465 68647.8 18:21:36 3-5-2016
544015698 50233.0 21:14:52 4-4-2016
69299210 76719.6 17:16:10 17-8-2016
157003269 53199.5 18:21:46 12-7-2016
798203400 68907.6 7:24:8 5-6-2016
513195925 46102.5 21:27:28 11-4-2016
892276049 43147.5 13:11:8 8-6-2016
599622970 24256.64 18:21:40 18-5-2016
189548986 71212.2 18:21:36 16-7-2016
734991030 27364.5 15:36:32 6-5-2016
349003500 29002.0 9:0:55 28-8-2016
715425137 61985.4 15:11:29 2-8-2016
439424999 112185.0 18:16:4 18-7-2016
900172677 47066.57 8:38:56 4-4-2016
35873879 46401.43 19:42:45 20-5-2016
208006972 26222.18 15:23:46 9-5-2016
616830009 58191.0 20:54:6 10-5-2016
55682784 26753.67 21:55:9 2-8-2016
333759523 35220.0 13:21:38 14-4-2016
136802199 28819.88 19:34:23 7-5-2016
34343833 40781.25 17:1:44 27-4-2016
136802199 28819.88 10:47:1 7-4-2016
297410728 31393.09 17:39:36 30-8-2016
157003269 53199.5 17:57:7 24-8-2016
69861755 127776.0 10:11:8 27-8-2016
547729164 26725.33 20:10:53 20-4-2016
188381152 50980.88 18:30:15 12-8-2016
780077761 36803.67 17:4:53 16-8-2016
960272512 34446.3 10:23:32 5-8-2016
641552758 38434.12 19:48:44 7-5-2016
927668196 42149.62 13:53:31 8-6-2016
966363244 174762.0 11:3:37 24-6-2016
280756754 27191.1 13:30:18 19-5-2016
157003269 53199.5 12:44:0 19-6-2016
770467586 25366.8 18:39:24 12-5-2016
176921728 69392.25 16:14:7 23-7-2016
799615741 124720.5 13:13:37 11-6-2016
119342353 51060.0 20:18:47 23-4-2016
929987158 74211.0 8:21:12 9-8-2016
584542546 22092.67 19:49:48 1-4-2016
935174101 42436.5 10:2:3 29-5-2016
613260978 40838.62 9:24:29 28-5-2016
262249447 25739.75 10:44:9 11-5-2016
317928559 52621.8 19:20:49 20-8-2016
521192972 25500.9 18:43:52 15-8-2016
734991030 27364.5 19:48:55 21-4-2016
226503092 34270.12 14:28:12 2-6-2016
119342353 51060.0 9:40:51 19-5-2016
970550504 30317.4 16:4:44 31-6-2016
792186887 34624.0 15:52:15 27-6-2016
996623439 28466.0 14:39:5 11-4-2016
133941632 213558.0 16:57:43 25-6-2016
716011114 18709.25 18:47:21 19-8-2016
892276049 43147.5 7:22:41 13-7-2016
479600520 26013.33 18:38:14 24-4-2016
15143964 32206.88 14:49:19 29-8-2016
988711785 24217.5 10:51:56 10-7-2016
816816751 38169.43 9:7:53 31-7-2016
935174101 42436.5 15:3:37 28-6-2016
299558099 30342.33 11:23:56 24-4-2016
880634370 80852.4 18:59:46 10-4-2016
53714374 59597.5 14:22:10 22-5-2016
584542546 22092.67 15:40:42 29-4-2016
584251904 54564.6 7:10:3 23-5-2016
940964926 45522.86 10:20:30 17-8-2016
856740877 73980.75 17:12:56 21-5-2016
770467586 25366.8 7:49:19 28-5-2016
732038119 34945.5 12:10:36 23-5-2016
544015698 50233.0 14:19:56 9-7-2016
706930802 45879.6 12:21:10 30-4-2016
456569200 61936.2 8:47:8 26-5-2016
897781123 67066.8 16:33:58 12-7-2016
333759523 35220.0 10:17:39 30-7-2016
596381290 28246.33 10:14:56 4-5-2016
134348792 20369.5 20:52:46 5-8-2016
910578967 36737.0 9:42:14 25-6-2016
162999178 25529.33 11:47:18 15-4-2016
774770034 39284.33 10:30:56 12-4-2016
104589104 27026.18 12:31:1 13-7-2016
954710357 50245.8 14:37:56 15-7-2016
447667670 47904.86 15:9:43 26-6-2016
457831680 31848.0 19:5:49 21-6-2016
232327282 85945.0 16:41:24 4-7-2016
188381152 50980.88 9:19:56 6-5-2016
476831348 23987.7 7:51:31 31-7-2016
51733832 34920.38 10:59:43 22-8-2016
978030139 23117.45 13:57:14 29-4-2016
344641690 38723.14 10:21:23 2-8-2016
383135310 35108.67 19:18:1 27-6-2016
305463999 29880.0 20:48:13 29-8-2016
928123820 54147.0 18:10:34 4-7-2016
439424999 112185.0 13:5:4 17-8-2016
928123820 54147.0 20:44:43 4-8-2016
322527202 22419.0 17:27:8 9-8-2016
305980798 33579.0 10:53:1 18-7-2016
185257771 45504.0 13:58:8 10-8-2016
448170058 34775.1 17:58:52 23-5-2016
95345995 49588.0 13:44:58 21-5-2016
15143964 32206.88 14:1:54 3-8-2016
282492515 24111.75 21:44:45 28-6-2016
570031242 83301.0 8:52:21 4-6-2016
188381152 50980.88 11:56:29 22-7-2016
45105376 63773.25 21:30:56 2-6-2016
941001255 57796.5 8:51:3 22-4-2016
616369142 31148.1 14:37:7 31-6-2016
584542546 22092.67 8:20:51 6-4-2016
938700356 56521.8 12:39:58 1-7-2016
15143964 32206.88 17:27:22 15-6-2016
938700356 56521.8 20:27:31 1-4-2016
197218548 30169.25 21:23:42 2-4-2016
387596345 25115.4 21:26:27 5-4-2016
14649719 19829.5 17:50:46 25-7-2016
370025220 26544.0 21:4:33 2-6-2016
816816751 38169.43 18:15:52 27-8-2016
95345995 49588.0 7:13:28 1-6-2016
179753477 30204.9 13:14:45 19-5-2016
121779435 125122.5 18:45:55 19-4-2016
337696452 22807.25 11:37:11 4-4-2016
15143964 32206.88 13:58:16 3-8-2016
978649796 28936.91 20:24:22 28-7-2016
494049656 24882.82 7:24:5 13-8-2016
537169150 39189.5 16:42:3 26-5-2016
667858938 46054.12 18:27:12 13-7-2016
620751123 32161.0 21:26:46 13-7-2016
624467998 26181.0 11:43:27 8-4-2016
272372549 21912.0 19:35:33 22-5-2016
674604134 24565.09 15:37:26 20-8-2016
85246458 26287.75 14:21:43 14-6-2016
507007420 23092.0 8:19:14 6-5-2016
15143964 32206.88 12:36:57 29-7-2016
649631912 37831.0 14:17:33 18-7-2016
81654257 35206.12 15:58:28 18-5-2016
706930802 45879.6 17:59:8 7-4-2016
777909525 32483.33 15:40:42 24-7-2016
398934813 23360.0 11:22:41 12-6-2016
982979761 39484.5 16:32:36 9-5-2016
547729164 26725.33 20:0:47 16-6-2016
35873879 46401.43 20:55:36 31-5-2016
996623439 28466.0 13:47:34 5-7-2016
635681712 42297.33 16:34:28 23-5-2016
130362238 41938.5 13:59:15 31-6-2016
856740877 73980.75 11:41:57 28-7-2016
854828102 28283.33 16:20:46 6-8-2016
281064503 38017.5 16:29:16 10-5-2016
95345995 49588.0 7:12:59 25-6-2016
36272816 32852.1 8:21:32 3-6-2016
976771785 25330.09 18:15:5 22-8-2016
263778187 48267.43 11:3:57 13-7-2016
874521832 42627.5 14:19:9 31-7-2016
737403418 38204.7 20:8:46 17-8-2016
272372549 21912.0 14:47:19 26-4-2016
572462874 110094.0 7:9:21 8-6-2016
189548986 71212.2 7:26:38 16-7-2016
189548986 71212.2 21:27:22 27-5-2016
188381152 50980.88 7:34:29 11-8-2016
263778187 48267.43 17:49:50 22-7-2016
472871874 34435.33 20:46:36 26-6-2016
35873879 46401.43 16:38:35 18-8-2016
192466367 57337.8 18:48:55 3-7-2016
159179846 22037.73 18:33:40 19-8-2016
472871874 34435.33 18:25:14 14-8-2016
263174066 53168.4 17:33:57 20-4-2016
707582085 36407.57 14:32:45 6-6-2016
993417775 47429.0 15:21:35 17-6-2016
272372549 21912.0 8:5:4 3-5-2016
726687657 30867.55 19:7:27 17-6-2016
547729164 26725.33 16:47:46 21-8-2016
37292591 22065.3 21:22:23 31-8-2016
51733832 34920.38 20:43:53 25-4-2016
296913860 63810.75 16:57:27 21-4-2016
129543927 33675.75 13:12:28 30-8-2016
51733832 34920.38 20:57:57 1-5-2016
852595217 28194.33 8:45:35 9-6-2016
726687657 30867.55 21:46:7 19-4-2016
342716648 34556.62 20:38:2 27-5-2016
324038869 31672.36 17:22:8 19-8-2016
792186887 34624.0 10:54:10 23-6-2016
899291762 37714.67 9:39:7 11-7-2016
633115998 80820.75 8:38:30 28-8-2016
596381290 28246.33 17:4:30 19-8-2016
434888064 66887.25 9:4:16 12-8-2016
941001255 57796.5 17:15:9 18-4-2016
995428027 23497.09 7:56:42 13-4-2016
445888697 31207.67 9:27:50 21-6-2016
341083918 28839.0 12:5:21 28-5-2016
633115998 80820.75 9:47:45 19-4-2016
616369142 31148.1 19:3:35 7-7-2016
476831348 23987.7 12:2:45 23-6-2016
34652472 31053.6 8:19:36 16-6-2016
737403418 38204.7 14:55:41 12-5-2016
441207332 27433.09 11:41:8 6-7-2016
447667670 47904.86 13:22:23 28-7-2016
35873879 46401.43 11:11:1 26-5-2016
734991030 27364.5 8:2:15 28-7-2016
145588642 20635.0 17:5:44 26-6-2016
159179846 22037.73 20:38:15 13-6-2016
85246458 26287.75 12:0:54 9-6-2016
927544264 36683.14 12:39:44 11-4-2016
111578518 77825.25 16:25:35 16-7-2016
197218548 30169.25 20:17:15 16-8-2016
302318452 39707.62 10:19:33 19-5-2016
907112592 24267.55 19:2:54 4-4-2016
816816751 38169.43 19:22:59 19-4-2016
262249447 25739.75 10:17:45 22-6-2016
956878888 53250.86 20:24:52 17-6-2016
726687657 30867.55 13:41:33 8-7-2016
910578967 36737.0 18:45:6 22-6-2016
305980798 33579.0 19:49:54 17-6-2016
988711785 24217.5 9:21:52 19-6-2016
686645356 29658.0 7:35:18 3-8-2016
383135310 35108.67 12:24:11 22-8-2016
770467586 25366.8 15:25:11 2-4-2016
609266062 64723.2 12:12:43 14-7-2016
646724574 43497.5 18:54:39 11-4-2016
734991030 27364.5 15:40:22 1-7-2016
864222275 72645.0 19:6:25 24-6-2016
341083918 28839.0 18:46:31 6-8-2016
389139276 25287.33 21:45:47 5-7-2016
51733832 34920.38 12:3:50 29-6-2016
470488374 115081.0 20:29:12 13-8-2016
863154562 33000.0 12:41:36 20-7-2016
249232509 29099.1 11:58:3 4-6-2016
960272512 34446.3 12:35:35 2-5-2016
111567748 24113.18 9:6:13 25-5-2016
561109566 22763.4 13:1:42 13-5-2016
434888064 66887.25 11:29:31 15-8-2016
441207332 27433.09 8:53:22 31-8-2016
294903465 68647.8 17:43:56 27-8-2016
618631646 28468.88 18:0:56 10-4-2016
780077761 36803.67 10:26:8 11-7-2016
380596688 77497.8 14:13:54 22-8-2016
53714374 59597.5 17:2:41 10-8-2016
812716020 23919.0 9:3:47 27-4-2016
707582085 36407.57 15:8:45 13-4-2016
34652472 31053.6 17:9:26 19-6-2016
777909525 32483.33 9:56:28 17-4-2016
616369142 31148.1 15:10:32 27-8-2016
13290950 23565.75 13:20:54 24-5-2016
624467998 26181.0 7:2:39 12-4-2016
636336754 30528.25 20:46:3 15-4-2016
978076332 46306.5 16:35:6 10-8-2016
189548986 71212.2 8:16:26 11-6-2016
344641690 38723.14 13:7:38 28-4-2016
130362238 41938.5 14:4:18 15-4-2016
522781145 27974.75 13:37:5 19-8-2016
920985775 23935.2 21:10:18 15-7-2016
383135310 35108.67 20:12:55 11-4-2016
646724574 43497.5 21:32:16 25-4-2016
524488624 50143.0 17:26:38 12-8-2016
175718637 43848.5 9:1:37 5-6-2016
448170058 34775.1 16:31:31 28-8-2016
596381290 28246.33 8:34:54 31-6-2016
54259237 35466.75 20:24:26 13-6-2016
352946993 37253.25 9:24:49 15-8-2016
226503092 34270.12 9:14:38 17-8-2016
322527202 22419.0 15:29:19 2-5-2016
770467586 25366.8 9:43:5 13-4-2016
584251904 54564.6 13:7:23 19-4-2016
162999178 25529.33 12:13:49 3-8-2016
54259237 35466.75 8:4:41 1-6-2016
613260978 40838.62 19:52:1 11-7-2016
995428027 23497.09 13:1:59 20-6-2016
298026398 26871.33 11:5:51 15-5-2016
442566640 41482.0 13:48:18 14-8-2016
