ID_CLIENTES ID_PRODUCTO HORACOMPRA FECHACOMPRA
798280714 2689 20:27:44 28-7-2016
584762873 6753 17:8:52 28-5-2016
811264095 8946 10:3:4 4-7-2016
157003269 6545 12:48:0 30-7-2016
349003500 1573 11:11:25 30-4-2016
943376262 8720 20:46:26 19-6-2016
69299210 3809 7:17:5 10-8-2016
633115998 1314 8:7:48 15-7-2016
805448701 7057 21:9:4 30-8-2016
798203400 5191 7:13:28 11-7-2016
910602459 7319 13:37:9 15-7-2016
34652472 9556 9:18:16 9-8-2016
568719132 8469 15:42:23 15-6-2016
253912441 2963 19:51:0 20-5-2016
484859093 7176 21:24:52 18-8-2016
60949477 3223 10:42:22 1-6-2016
504825762 4271 11:31:42 25-5-2016
966855654 7894 14:43:52 13-7-2016
504825762 1262 12:57:13 2-6-2016
439424999 2885 17:33:19 30-7-2016
264533025 3152 17:15:56 27-5-2016
684672149 8793 7:36:34 30-7-2016
42704401 7236 13:58:30 31-4-2016
558836795 1247 14:3:38 20-8-2016
617975535 3064 9:3:18 5-5-2016
792186887 8469 9:10:57 11-5-2016
943871305 5170 16:31:8 1-8-2016
787780386 9527 10:34:3 3-8-2016
568719132 2426 15:30:31 13-8-2016
916853305 5158 15:30:55 27-8-2016
76343717 7243 20:14:39 22-8-2016
982330357 8193 8:17:56 18-5-2016
814421611 6497 20:34:38 25-4-2016
940955863 6622 18:22:26 2-5-2016
857984126 1314 8:47:11 2-8-2016
978076332 9063 15:6:31 26-8-2016
451316148 7556 18:15:6 2-8-2016
993417775 7171 9:58:22 29-8-2016
153671046 6879 7:49:48 16-8-2016
618631646 9317 20:20:56 6-8-2016
312283733 9099 12:31:28 19-7-2016
419074655 1314 15:15:27 18-7-2016
930016604 8605 13:49:34 8-7-2016
383135310 9819 18:28:11 22-6-2016
75991501 4883 9:44:35 15-5-2016
282492515 6109 21:35:22 28-5-2016
858363696 3139 15:21:28 1-4-2016
825992848 3756 12:51:12 13-8-2016
935174101 7413 13:23:13 28-8-2016
255817939 7095 14:12:7 1-6-2016
45085409 3746 14:20:26 26-5-2016
699117626 1297 10:20:40 12-4-2016
697482391 6256 10:11:51 16-7-2016
3919365 5191 8:53:28 30-8-2016
445888697 7556 20:28:26 18-4-2016
993417775 9815 12:23:34 31-5-2016
708542930 5191 10:14:39 20-5-2016
244509074 7556 7:35:50 10-8-2016
960272512 1218 14:58:15 23-6-2016
697482391 5811 17:52:1 21-5-2016
565427280 6865 15:53:26 11-4-2016
140763639 7319 7:47:1 8-8-2016
298026398 4846 15:52:2 16-5-2016
798203400 3064 20:22:20 5-5-2016
764013444 6736 21:6:11 9-6-2016
341083918 4372 8:48:19 4-7-2016
378262174 3478 20:27:25 4-6-2016
159179846 5226 18:0:21 22-7-2016
476831348 3207 19:51:47 21-5-2016
84672662 8052 11:27:15 6-5-2016
525233969 1314 21:10:3 29-4-2016
530638605 7107 21:6:32 15-6-2016
326441278 5122 13:51:3 21-8-2016
116301342 6070 12:18:51 9-4-2016
154308667 7057 9:35:1 4-4-2016
84672662 1995 17:37:10 26-7-2016
906479030 7176 14:44:2 12-4-2016
493396246 3782 9:53:4 17-8-2016
383135310 9081 9:47:59 7-4-2016
716011114 8720 11:17:0 26-7-2016
61064435 1247 15:5:24 19-5-2016
166583289 7107 9:43:35 5-5-2016
861624892 2347 9:44:55 15-5-2016
532788298 8220 16:49:41 9-8-2016
640440716 7556 19:21:3 9-6-2016
843734302 5811 14:26:4 7-8-2016
518894000 7095 14:19:35 20-5-2016
241380343 5643 9:22:57 2-6-2016
34652472 9815 9:3:4 10-5-2016
61064435 1257 18:18:38 5-7-2016
324038869 6731 16:15:11 29-8-2016
469406952 1455 10:0:7 25-7-2016
524488624 1995 12:59:15 29-6-2016
745536637 6753 7:48:38 3-5-2016
55682784 3152 13:33:35 16-5-2016
13290950 9266 10:35:49 23-6-2016
192466367 8771 7:41:41 21-4-2016
521192972 7897 13:8:2 6-5-2016
176921728 5643 10:40:38 21-4-2016
635681712 4481 10:32:25 24-4-2016
928123820 5191 17:19:57 30-5-2016
966363244 7107 10:23:36 21-5-2016
138196873 5597 18:9:59 31-8-2016
557012457 5191 16:31:53 10-6-2016
871145392 4271 18:20:11 9-5-2016
89645969 1995 15:31:33 20-6-2016
476831348 3105 19:19:45 15-5-2016
891264501 5226 9:53:45 10-7-2016
417760592 5597 7:23:55 1-8-2016
244509074 9063 10:4:18 6-8-2016
798280714 9016 10:10:14 7-8-2016
280298030 3756 7:37:47 1-5-2016
969717552 2259 20:42:13 10-8-2016
825992848 3979 8:2:5 31-5-2016
983926536 4271 14:59:23 16-8-2016
565427280 2885 9:57:25 15-8-2016
956878888 2689 19:54:18 9-5-2016
157003269 7294 13:36:50 10-4-2016
995876190 1827 11:3:12 7-5-2016
923939346 3756 13:18:14 12-7-2016
794618540 5226 13:13:40 15-6-2016
774770034 6109 8:54:45 7-6-2016
914518310 5199 14:31:21 11-7-2016
734099727 7197 21:51:18 18-5-2016
280756754 3062 17:50:15 3-7-2016
280596776 9011 19:35:20 10-4-2016
982979761 9099 7:59:9 12-5-2016
852595217 7897 11:5:54 2-5-2016
655634204 3135 11:45:33 1-8-2016
36272816 6256 18:37:25 3-4-2016
880634370 7737 16:25:58 6-4-2016
798203400 2347 21:57:40 2-4-2016
264533025 4584 16:18:31 19-4-2016
507007420 2633 17:23:15 17-7-2016
439424999 5170 13:37:49 27-8-2016
312283733 7176 7:17:41 23-7-2016
982933297 5824 17:54:50 3-5-2016
710876312 1327 16:58:54 4-7-2016
493396246 3478 9:21:46 18-8-2016
27673302 7413 20:58:49 12-6-2016
863154562 8946 16:1:35 1-8-2016
427968857 1503 13:5:5 19-6-2016
2743878 9556 21:20:29 28-6-2016
764871238 1641 15:15:49 28-4-2016
342600107 7912 19:58:44 5-6-2016
333759523 6865 20:22:17 22-5-2016
493396246 1247 10:10:26 27-4-2016
450042786 3135 9:42:52 21-6-2016
798203400 4749 20:13:33 28-8-2016
538380517 4329 7:35:51 23-5-2016
641552758 4625 12:24:5 20-4-2016
886165738 4235 21:35:50 10-6-2016
132218319 7176 12:15:8 17-4-2016
974000779 7319 20:19:59 25-5-2016
907112592 8919 21:37:58 13-4-2016
372958696 4190 16:16:46 9-8-2016
598242496 7197 9:43:39 24-4-2016
69861755 3155 18:49:53 14-6-2016
229606785 5239 9:15:25 22-4-2016
27673302 5199 13:39:57 10-4-2016
856655617 4481 16:9:52 28-8-2016
969717552 2426 12:23:25 25-4-2016
927544264 7198 15:36:32 4-6-2016
324038869 7057 8:49:47 7-4-2016
816234555 9527 9:19:41 15-7-2016
786771593 6109 14:32:19 14-7-2016
616830009 7294 19:22:8 22-4-2016
886390481 1493 12:36:31 12-4-2016
92823931 8771 21:26:38 24-5-2016
197218548 8977 11:5:8 22-4-2016
794859839 6226 8:16:42 18-5-2016
387596345 3049 8:51:58 25-6-2016
655634204 8510 16:28:6 5-8-2016
420855802 4625 16:38:15 26-7-2016
492274431 7737 14:10:59 17-4-2016
411650789 9858 11:48:29 15-8-2016
667858938 4584 10:42:46 13-4-2016
857984126 7413 8:1:33 8-4-2016
162999178 4408 15:1:26 16-6-2016
135991380 3815 20:28:23 2-8-2016
880634370 4749 20:15:3 3-5-2016
272372549 8052 11:30:13 20-4-2016
91733142 2633 15:50:59 17-6-2016
504825762 5158 18:3:29 9-8-2016
69299210 9099 7:15:30 7-4-2016
956878888 6119 14:46:57 15-7-2016
570420800 1413 9:40:43 12-5-2016
45105376 5158 15:2:22 14-5-2016
818152109 3782 8:15:21 2-6-2016
630694025 1327 11:12:7 15-8-2016
886165738 4185 10:47:6 26-8-2016
512823354 3846 18:34:40 18-4-2016
843477294 3105 9:58:22 31-8-2016
843477294 8869 8:44:26 7-7-2016
756108933 1995 13:44:53 25-6-2016
974000779 4190 12:40:17 10-7-2016
940955863 4408 11:35:29 16-8-2016
522781145 5643 19:29:50 24-5-2016
119342353 4383 7:44:37 10-7-2016
983926536 3467 11:1:40 3-6-2016
886390481 1327 8:52:16 25-8-2016
121899525 3105 14:58:16 9-7-2016
296913860 5824 14:22:18 26-8-2016
886390481 5604 21:43:26 17-8-2016
970550504 4449 7:19:3 17-6-2016
50662782 6879 9:5:28 6-4-2016
858493317 2601 18:7:50 26-4-2016
53714374 5199 13:43:31 20-8-2016
596381290 1589 17:54:7 5-7-2016
941001255 3746 9:43:29 1-5-2016
924635414 1503 10:17:57 20-4-2016
82341547 2689 13:8:37 24-7-2016
598601133 9904 11:25:14 31-4-2016
493396246 7096 7:2:10 28-6-2016
179466460 8355 7:57:42 27-8-2016
34343833 3171 19:38:24 31-4-2016
175718637 4383 11:1:59 5-5-2016
935340252 4481 17:7:10 4-5-2016
167555857 6256 15:8:19 8-6-2016
837977101 2588 21:41:18 18-4-2016
667858938 8052 14:29:19 27-4-2016
537169150 1172 10:14:36 1-4-2016
104537961 9858 14:27:10 18-5-2016
537393749 3782 13:56:17 24-4-2016
544099704 9434 21:21:44 5-8-2016
133941632 5122 9:57:1 29-6-2016
370025220 9858 18:50:1 7-5-2016
129543927 9527 14:56:8 2-7-2016
734991030 7912 8:27:27 12-6-2016
317928559 9858 15:23:7 11-4-2016
296913860 2188 14:40:38 20-8-2016
176921728 8220 11:4:43 14-7-2016
204507111 9765 10:23:49 9-5-2016
618631646 1262 17:0:26 9-8-2016
252166373 3207 7:49:3 27-4-2016
935174101 4235 15:22:29 27-8-2016
67550462 4481 17:5:44 6-8-2016
13290950 8545 17:14:16 1-6-2016
315516892 9738 15:37:42 29-7-2016
920985775 1172 15:43:47 2-7-2016
843477294 4481 11:35:1 4-8-2016
570420800 6567 11:44:54 5-5-2016
116301342 5125 14:52:6 18-5-2016
540039024 8720 10:41:53 18-8-2016
27165538 7294 10:49:31 6-4-2016
508746586 9548 11:10:48 7-6-2016
75991501 4408 12:36:49 28-8-2016
249232509 9555 16:4:52 4-6-2016
446336083 3797 9:23:40 25-8-2016
633115998 7737 15:47:14 11-7-2016
211073236 6865 16:51:48 31-4-2016
2743878 8052 11:32:35 6-8-2016
253912441 5916 12:23:42 7-7-2016
544040500 7413 8:2:20 1-4-2016
726687657 9815 10:9:15 17-8-2016
465819686 4383 21:26:23 22-8-2016
887527347 6206 10:34:39 12-5-2016
920985775 4271 15:48:3 29-5-2016
392142738 1314 7:53:26 20-7-2016
308050897 3467 17:40:16 27-7-2016
133941632 9655 16:6:36 22-6-2016
880634370 6567 16:59:26 29-4-2016
540039024 5604 20:2:43 30-4-2016
494049656 2963 12:53:33 8-7-2016
136802199 4271 10:56:33 19-4-2016
921740715 4625 11:47:18 25-8-2016
756108933 5597 19:53:31 29-4-2016
179466460 1172 11:25:1 3-6-2016
104487583 8946 20:54:30 27-6-2016
716011114 3105 20:51:28 3-5-2016
40096693 9317 19:42:25 28-4-2016
370025220 2885 20:52:57 25-8-2016
263778187 5122 9:49:18 15-8-2016
677387640 7057 10:13:52 15-8-2016
83983974 9063 21:51:12 9-6-2016
280298030 2669 13:44:28 24-5-2016
104537961 6256 19:13:1 6-5-2016
852376705 3979 11:50:58 29-5-2016
105614819 1874 10:31:59 13-4-2016
598242496 6879 15:45:15 2-5-2016
289207111 6863 17:19:17 3-8-2016
677794287 5239 15:37:45 17-6-2016
966340097 1262 13:20:17 15-7-2016
387596345 1314 19:3:11 22-4-2016
927668196 8977 10:24:7 27-4-2016
977446763 3155 15:34:45 13-8-2016
266445609 9019 8:22:39 17-8-2016
342877562 7176 19:22:38 16-5-2016
970550504 6226 10:49:28 3-4-2016
472871874 5122 20:37:42 30-6-2016
544099704 9131 15:25:15 30-6-2016
598601133 2588 14:46:55 19-4-2016
502387653 9317 20:42:0 13-5-2016
728995345 6545 9:6:23 14-8-2016
12585512 7691 18:20:8 18-4-2016
547729164 2571 10:10:33 9-4-2016
168379389 6731 19:30:58 13-6-2016
674604134 7176 16:23:25 20-8-2016
861624892 4584 16:10:53 2-5-2016
136802199 1413 19:30:35 26-8-2016
494049656 4749 17:12:26 1-5-2016
6062402 6179 7:18:55 26-5-2016
435521936 8946 12:50:11 24-8-2016
728995345 7198 10:4:24 15-4-2016
159179846 9819 19:39:54 23-5-2016
619971072 4329 13:15:36 7-8-2016
880634370 5846 8:25:11 5-8-2016
523970465 4019 20:20:25 30-5-2016
630694025 8638 18:23:1 26-7-2016
364867853 9019 7:36:35 22-7-2016
943376262 6019 16:36:5 18-8-2016
407967780 5158 13:59:51 3-5-2016
630694025 7724 18:12:33 8-5-2016
273242047 3171 12:26:12 16-5-2016
472871874 8510 17:29:38 5-7-2016
179466460 4625 14:35:6 16-5-2016
342600107 1172 12:18:48 23-8-2016
116301342 6497 12:17:33 5-7-2016
256818021 8869 13:37:49 1-4-2016
641552758 1503 12:18:35 7-4-2016
253912441 1257 9:5:12 20-8-2016
547729164 1218 12:2:44 26-5-2016
297410728 1573 11:3:59 31-7-2016
982330357 8793 19:24:45 29-4-2016
45085409 6545 10:16:40 28-4-2016
135991380 7176 11:18:0 16-6-2016
280298030 2601 7:49:33 21-8-2016
409175985 1314 20:9:1 9-7-2016
814022397 7236 15:46:40 23-7-2016
906479030 5125 20:25:8 30-7-2016
422979991 9131 18:19:15 21-4-2016
843477294 9317 15:0:31 26-4-2016
252166373 7691 14:42:22 24-4-2016
372101277 8874 9:47:13 19-4-2016
923939346 3846 21:13:37 22-8-2016
74662918 4235 11:10:26 1-6-2016
135929715 6109 20:50:0 24-5-2016
706930802 8391 9:20:26 16-8-2016
475819103 3902 8:0:37 1-6-2016
54494282 4449 8:27:27 22-7-2016
251129923 1010 10:42:7 16-5-2016
95345995 1247 15:9:30 17-4-2016
280756754 3846 16:19:46 26-4-2016
360278518 8919 16:9:24 6-7-2016
703765028 9765 18:15:3 7-7-2016
513195925 1455 11:35:47 23-6-2016
966043795 7894 11:19:56 7-5-2016
129543927 4883 13:30:59 10-7-2016
598242496 1257 12:39:44 2-7-2016
540039024 4185 11:37:14 11-5-2016
460868759 2426 10:25:56 4-6-2016
697482391 9904 9:43:28 14-4-2016
140763639 4749 7:44:57 28-7-2016
266445609 3062 9:33:5 7-5-2016
30522615 2885 11:54:48 15-5-2016
537393749 3207 21:27:50 15-4-2016
226503092 3846 13:8:31 24-6-2016
548441076 1573 14:0:3 28-6-2016
916853305 1874 12:41:24 6-7-2016
910602459 4625 15:30:55 15-8-2016
158397838 9063 14:6:42 4-5-2016
727709609 3155 7:4:8 16-8-2016
854828102 8605 7:15:6 23-7-2016
119024900 7691 15:46:17 13-8-2016
697482391 2633 18:48:53 7-4-2016
785568134 3593 12:44:56 9-7-2016
857984126 4211 9:13:23 9-6-2016
935340252 9904 11:43:28 2-4-2016
940964926 3815 11:24:44 14-6-2016
263344609 1455 16:37:55 28-8-2016
204507111 6567 9:50:10 10-7-2016
573886783 4190 13:52:44 3-7-2016
197218548 7691 13:20:19 1-7-2016
929987158 3903 11:0:10 17-5-2016
978649796 1503 10:6:59 27-7-2016
885075047 4190 15:54:46 25-6-2016
156837155 3979 20:13:37 11-8-2016
742953713 7294 17:51:28 19-8-2016
344641690 9555 14:44:51 19-6-2016
372958696 2963 19:55:9 12-5-2016
263344609 7305 20:46:50 13-5-2016
445888697 7107 18:44:21 23-6-2016
295826813 5126 19:12:30 24-4-2016
336760315 9655 17:13:57 2-7-2016
27673302 7100 13:41:40 3-5-2016
312283733 3351 8:50:5 30-6-2016
726687657 9527 10:32:13 2-6-2016
907112592 5983 17:59:17 8-8-2016
179466460 8220 14:47:2 5-6-2016
417760592 7243 7:23:22 17-5-2016
380596688 8605 13:5:21 7-4-2016
557012457 1493 11:17:5 19-4-2016
616830009 7912 11:0:46 15-8-2016
940964926 4383 19:40:4 24-8-2016
722112534 3902 17:30:30 12-6-2016
943376262 1314 18:42:51 30-8-2016
382820573 5237 19:4:41 16-8-2016
158397838 3207 15:7:51 21-4-2016
308050897 5983 16:26:24 19-5-2016
229606785 1010 10:14:22 24-5-2016
439424999 9016 11:0:5 30-8-2016
978649796 4408 19:4:55 12-6-2016
251129923 3815 10:17:47 3-6-2016
37325183 7894 14:23:45 20-5-2016
640440716 3903 15:27:12 20-6-2016
508746586 4846 15:43:9 27-4-2016
952055933 7198 15:4:55 18-6-2016
27226581 8638 15:44:7 24-6-2016
2743878 6119 19:16:12 19-5-2016
427968857 1257 18:27:34 25-8-2016
508746586 9011 21:5:58 24-5-2016
228907719 2347 10:32:12 22-6-2016
708542930 4211 7:26:2 23-8-2016
925793987 6879 10:55:50 31-7-2016
342716648 4271 16:20:15 31-6-2016
907112592 9655 13:45:44 17-4-2016
129543927 9555 14:48:26 9-5-2016
370025220 5126 9:35:16 11-6-2016
30522615 6622 15:10:38 19-6-2016
305980798 5597 21:19:49 26-4-2016
333759523 3467 10:26:39 26-7-2016
843734302 7897 18:44:37 1-4-2016
734991030 1413 11:45:46 16-6-2016
907112592 9131 9:14:43 28-7-2016
609266062 2633 17:8:31 9-6-2016
732954929 2633 12:53:47 4-8-2016
342877562 3155 13:46:53 20-8-2016
525233969 1257 18:53:31 29-6-2016
941001255 4329 12:2:31 17-5-2016
136802199 2571 17:0:57 12-8-2016
105614819 8977 20:34:43 23-6-2016
281064503 8545 13:1:25 12-6-2016
621070327 4190 16:30:36 3-8-2016
885075047 5226 19:28:41 17-5-2016
872883605 9063 9:57:51 24-4-2016
89645969 2426 10:44:26 15-8-2016
157003269 6226 12:57:23 12-8-2016
197218548 4211 15:8:9 3-7-2016
811264095 9016 12:13:27 16-8-2016
50662782 2220 13:19:20 27-8-2016
204507111 7306 10:43:27 28-4-2016
561109566 1257 10:42:45 27-7-2016
798203400 1995 8:46:25 26-8-2016
273242047 9444 12:38:54 17-4-2016
972385532 3207 21:7:41 11-8-2016
341083918 3171 8:58:49 31-6-2016
978030139 8925 12:24:6 11-7-2016
435518953 6497 15:45:50 25-8-2016
256818021 5916 12:8:53 30-4-2016
636336754 2963 8:47:22 3-6-2016
387596345 7107 10:26:42 9-8-2016
359887841 1641 7:28:15 30-8-2016
742953713 3155 13:36:3 28-4-2016
655634204 6863 8:3:10 7-8-2016
525027948 1589 16:58:26 23-4-2016
410353269 5846 10:13:19 16-5-2016
568719132 5597 19:35:0 14-4-2016
188381152 1874 18:4:0 12-5-2016
320355944 5170 19:5:52 3-4-2016
508746586 6646 13:4:24 30-6-2016
111567748 6340 7:37:34 21-6-2016
280756754 8445 15:30:30 10-6-2016
79363998 4544 16:5:20 23-6-2016
916853305 6070 15:30:18 29-7-2016
978076332 4211 21:46:55 19-5-2016
660925908 5811 21:51:4 26-4-2016
710876312 9081 20:24:34 6-6-2016
228907719 8469 8:47:21 9-6-2016
168379389 2347 8:25:51 17-6-2016
270148450 3756 17:15:7 6-7-2016
660925908 4544 13:8:50 15-6-2016
348897668 2571 12:3:10 10-4-2016
293202195 1589 20:53:2 29-7-2016
532788298 2571 8:49:27 26-4-2016
246110039 4449 11:25:43 5-8-2016
349003500 5226 9:20:52 29-7-2016
356515542 1297 15:17:36 10-7-2016
320355944 8638 13:2:5 31-6-2016
872883605 3979 12:5:46 10-8-2016
380596688 5239 16:53:59 23-8-2016
993417775 7294 7:54:19 24-6-2016
55682784 8874 8:7:39 22-7-2016
83983974 2259 16:33:57 7-7-2016
179753477 9131 8:3:4 3-4-2016
51733832 1172 10:21:56 6-5-2016
280596776 3797 8:40:45 6-4-2016
568719132 3062 7:9:54 21-6-2016
82341547 6119 14:20:6 11-7-2016
370025220 6226 21:45:32 11-5-2016
885075047 6567 10:38:56 9-5-2016
983820238 6226 7:9:24 11-6-2016
229606785 4221 19:44:14 10-7-2016
454933185 8874 15:27:59 12-7-2016
570420800 4019 15:18:13 22-8-2016
900172677 3155 17:3:26 27-4-2016
906479030 3062 21:55:26 31-4-2016
982979761 7325 18:16:14 3-5-2016
715425137 7095 17:42:2 1-4-2016
822881739 7737 20:40:55 11-6-2016
886165738 8638 14:18:11 7-7-2016
360278518 6567 11:6:28 17-8-2016
861624892 6109 13:31:47 19-5-2016
289207111 9738 12:35:42 2-4-2016
660925908 6019 19:45:32 26-8-2016
716011114 6731 11:46:49 12-7-2016
498922959 2963 12:35:5 30-5-2016
818152109 6879 19:55:25 23-6-2016
684672149 8919 11:50:11 5-7-2016
372958696 5158 9:23:10 23-5-2016
805448701 6646 21:25:10 7-4-2016
872883605 5811 8:23:6 14-4-2016
988711785 5824 8:10:45 23-8-2016
420855802 4544 14:23:51 7-4-2016
837977101 5170 10:37:35 18-6-2016
154308667 7197 16:29:34 16-4-2016
37292591 2633 17:30:8 13-4-2016
460316416 3746 9:1:18 31-8-2016
703765028 3846 17:42:22 3-8-2016
925588804 5126 18:20:45 10-5-2016
649631912 4449 13:23:34 11-6-2016
3026136 1247 11:11:53 5-6-2016
272372549 7107 15:9:21 15-4-2016
856740877 2601 19:13:1 3-5-2016
816234555 8946 19:48:23 3-5-2016
179753477 7057 13:41:27 25-7-2016
561109566 8391 17:52:12 21-4-2016
694443933 8793 7:25:47 7-7-2016
764871238 4190 9:42:16 18-7-2016
941001255 7912 7:53:1 13-5-2016
995428027 1641 19:45:11 17-8-2016
740469066 1314 10:44:28 19-7-2016
119024900 5226 18:9:43 21-5-2016
472871874 1257 10:36:5 12-8-2016
439424999 6865 19:51:14 12-7-2016
266445609 8119 20:0:12 5-4-2016
746181993 9548 16:56:53 16-5-2016
907112592 5170 9:56:27 2-8-2016
270148450 5604 8:58:19 22-8-2016
2743878 4625 18:32:54 11-7-2016
501965937 8869 13:22:25 30-7-2016
492274431 2426 18:35:40 16-5-2016
819498998 2588 7:15:25 12-6-2016
774770034 8193 7:54:0 31-6-2016
428585639 4883 20:32:53 26-8-2016
264533025 5307 19:43:25 25-5-2016
966340097 6561 17:0:7 4-8-2016
958232470 1297 14:46:26 28-7-2016
739922818 1257 19:57:17 12-5-2016
641552758 3049 13:3:25 31-6-2016
798203400 3171 8:59:5 21-7-2016
108517504 6019 7:20:30 22-4-2016
914468156 8977 14:48:27 19-5-2016
3026136 9556 19:5:50 12-5-2016
845999139 3809 11:29:51 2-8-2016
492274431 9434 21:48:45 31-4-2016
589137258 9131 21:51:5 5-5-2016
407967780 8771 7:3:43 24-6-2016
827907551 7306 19:3:7 9-5-2016
437624957 4383 7:39:19 22-5-2016
297410728 5122 7:28:56 7-8-2016
15143964 9815 15:29:6 29-7-2016
568719132 3139 12:20:5 23-8-2016
55682784 7305 21:47:42 14-4-2016
544015698 3135 19:39:1 2-5-2016
36272816 3171 11:40:45 20-8-2016
439424999 2347 8:42:5 27-6-2016
457795714 9815 13:1:41 10-7-2016
76193898 7724 14:23:43 11-6-2016
914518310 4481 14:17:16 27-5-2016
742953713 5237 7:36:54 12-8-2016
383135310 9081 8:46:43 8-4-2016
970550504 3756 11:50:24 26-5-2016
852595217 8771 8:37:51 25-5-2016
179466460 9434 8:56:7 7-5-2016
104537961 7897 18:16:43 13-5-2016
641552758 1010 20:59:20 18-4-2016
27226581 3062 21:4:58 6-8-2016
765313223 7176 17:12:35 4-4-2016
54259237 3105 18:32:10 9-7-2016
745536637 9016 13:43:58 24-5-2016
793154960 4883 16:29:27 10-4-2016
19921541 9765 20:30:50 13-5-2016
421247354 8445 8:35:44 14-6-2016
212344405 4544 17:24:30 21-4-2016
336760315 9011 12:33:3 22-7-2016
322527202 3155 8:20:40 19-8-2016
81654257 7057 8:55:4 22-4-2016
916853305 3049 15:8:18 1-7-2016
167555857 7176 18:44:7 4-6-2016
861624892 8220 14:32:19 11-6-2016
326441278 5158 12:44:32 6-7-2016
111567748 9527 15:50:28 29-4-2016
145588642 9738 11:28:7 29-8-2016
105614819 3152 11:31:41 3-8-2016
302318452 4271 12:36:25 11-4-2016
378262174 8220 17:17:6 19-6-2016
281064503 1874 21:21:40 8-5-2016
136802199 3815 18:12:15 2-7-2016
577887086 9765 20:0:53 6-5-2016
323413900 6731 14:11:52 29-6-2016
341083918 5237 11:18:2 18-8-2016
974000779 7556 17:12:33 2-4-2016
341083918 6865 10:21:4 28-4-2016
419400527 3746 13:57:31 22-8-2016
924635414 5604 9:3:14 22-5-2016
681162567 3782 13:3:46 2-4-2016
360278518 8919 21:33:51 6-6-2016
312283733 4749 7:41:46 1-7-2016
445888697 2259 8:16:1 24-7-2016
664303436 1573 15:53:56 26-4-2016
272372549 5199 9:24:42 10-7-2016
983926536 9819 7:15:19 20-5-2016
111578518 6561 20:13:2 17-6-2016
943376262 3979 17:47:36 8-7-2016
501965937 1874 13:6:22 9-5-2016
672993275 3207 15:29:43 13-5-2016
856740877 6879 19:57:43 10-4-2016
822881739 3105 7:37:18 6-8-2016
681162567 5226 16:33:35 21-6-2016
262249447 6879 8:13:13 11-7-2016
13290950 8469 12:33:6 4-6-2016
119342353 8925 12:41:32 8-7-2016
322527202 3846 9:25:21 11-8-2016
843734302 7057 8:53:21 3-6-2016
465819686 9555 12:41:8 3-6-2016
364867853 1827 13:3:12 14-5-2016
729984981 3064 13:24:15 7-8-2016
518894000 4019 16:38:54 4-8-2016
456569200 9131 7:51:5 16-7-2016
60949477 3782 19:36:0 22-8-2016
513195925 3467 7:5:6 2-4-2016
935174101 1864 19:56:26 10-5-2016
176921728 4329 10:11:57 20-8-2016
995428027 4883 17:24:21 5-7-2016
475819103 4019 7:49:11 29-4-2016
856740877 8220 7:11:26 8-4-2016
176921728 1589 13:39:13 18-4-2016
843734302 9444 19:20:31 19-6-2016
814421611 3171 13:49:17 4-5-2016
140763639 3756 12:10:3 10-4-2016
104537961 6567 11:24:30 17-8-2016
410478872 3135 20:9:12 11-5-2016
13290950 6256 18:35:1 17-8-2016
523970465 3139 10:23:21 5-7-2016
76343717 7198 20:33:9 28-5-2016
502387653 3467 10:35:58 1-5-2016
93906401 4449 20:25:24 31-6-2016
253912441 3746 9:29:34 10-5-2016
550849424 3064 8:21:53 27-6-2016
863154562 7198 14:0:40 9-6-2016
930016604 9099 7:57:53 17-7-2016
457831680 9819 9:50:8 27-4-2016
486405893 5170 17:3:36 21-7-2016
15143964 4584 8:3:38 21-4-2016
508746586 1641 13:7:0 23-6-2016
188381152 4211 16:1:55 20-6-2016
34652472 4221 8:0:4 4-4-2016
299558099 4235 18:8:43 19-4-2016
655634204 9556 9:50:17 6-7-2016
82049619 2188 19:20:39 1-6-2016
305463999 7095 13:24:49 25-5-2016
154308667 5237 14:6:56 21-5-2016
67919554 8084 12:0:40 19-5-2016
475819103 1455 13:58:26 7-6-2016
977446763 9527 20:24:20 20-4-2016
727709609 4846 21:35:29 9-5-2016
305463999 4449 12:46:58 21-8-2016
854828102 6865 13:47:43 16-5-2016
320355944 8469 15:17:8 19-5-2016
70466517 7243 15:29:53 22-6-2016
537169150 2601 12:16:49 28-6-2016
333759523 6119 18:14:26 24-8-2016
20984665 1641 17:28:4 17-8-2016
906479030 8193 11:56:18 18-8-2016
479600520 3903 8:25:23 16-4-2016
970550504 3049 7:22:5 11-7-2016
960272512 1297 15:2:39 10-7-2016
874951635 5824 15:37:55 5-8-2016
573886783 8720 11:39:12 7-4-2016
123197691 7176 12:3:10 31-6-2016
91733142 2885 16:44:45 25-6-2016
447667670 9266 20:39:23 13-5-2016
811264095 4544 17:30:30 31-8-2016
856655617 5597 16:14:40 30-8-2016
302318452 4449 16:53:12 3-7-2016
138196873 7198 21:5:9 9-7-2016
27673302 7724 20:3:12 7-5-2016
197218548 4544 11:16:48 22-8-2016
105614819 2259 12:2:25 29-4-2016
380596688 6019 12:50:53 20-5-2016
76193898 1641 16:0:3 2-8-2016
366429983 5604 18:30:22 15-8-2016
472871874 7319 8:34:42 16-8-2016
982979761 8874 9:0:37 6-4-2016
736072241 7171 21:41:14 1-6-2016
734991030 4481 18:12:1 5-5-2016
252166373 7198 18:23:7 6-7-2016
845999139 4584 19:22:53 19-6-2016
